observation_id,network_name,latitude,longitude,rssi_dbm,signal_std_dbm,distance_to_ap_m,connected_devices,avg_download_mbps,peak_usage_hours,frequency_mhz,timestamp
771,Network_C,13.081024,80.271009,-72.83,6.88,140.75,15,23.68,1,5000,2026-01-24 01:25:00
772,Network_A,13.084132,80.269894,-75.98,5.41,138.94,48,6.11,1,2400,2026-01-26 16:41:00
773,Network_B,13.08323,80.269853,-74.42,3.8,97.58,48,5.72,1,2400,2026-01-21 06:44:00
774,Network_A,13.082268,80.269754,-77.57,2.42,143.42,30,15.24,1,2400,2026-01-27 21:12:00
775,Network_D,13.081446,80.269777,-65.43,3.23,121.1,71,15.81,0,5000,2026-01-01 13:17:00
776,Network_B,13.081728,80.268784,-61.75,4.61,37.35,4,37.96,1,2400,2026-01-30 07:38:00
777,Network_C,13.083224,80.272513,-63.57,6.98,83.44,78,27.79,1,2400,2026-01-03 16:43:00
778,Network_A,13.08227,80.270321,-40.41,2.45,23.2,64,37.61,1,5000,2026-01-13 14:05:00
779,Network_A,13.082973,80.270458,-42.11,5.3,14.75,53,38.95,1,5000,2026-01-24 00:38:00
780,Network_A,13.080755,80.269913,-74.92,4.47,106.21,68,20.73,0,2400,2026-01-30 07:35:00
781,Network_A,13.084228,80.270338,-56.56,3.82,47.03,34,45.83,0,5000,2026-01-11 01:21:00
782,Network_D,13.082131,80.268734,-76.23,4.81,126.69,54,22.94,0,2400,2026-01-14 10:13:00
783,Network_B,13.083687,80.269075,-66.13,6.12,79.32,20,62.59,0,5000,2026-01-04 10:05:00
784,Network_D,13.084002,80.269801,-49.74,7.28,15.9,11,88.06,0,2400,2026-01-26 10:59:00
785,Network_C,13.083008,80.269585,-58.29,4.45,44.02,58,43.04,0,2400,2026-01-24 19:58:00
786,Network_A,13.083419,80.271136,-80.75,5.51,116.5,73,1.0,1,5000,2026-01-02 07:49:00
787,Network_D,13.081964,80.269956,-67.87,1.67,96.85,16,22.18,1,2400,2026-01-18 18:35:00
788,Network_D,13.080849,80.27048,-40.56,2.47,21.4,19,89.93,0,5000,2026-01-17 02:52:00
789,Network_B,13.084668,80.271859,-75.42,1.55,101.21,40,10.73,1,2400,2026-01-23 21:35:00
790,Network_B,13.08422,80.272699,-52.7,2.83,40.39,41,60.79,0,2400,2026-01-19 08:11:00
791,Network_A,13.080805,80.271453,-69.15,1.13,92.6,45,16.77,1,2400,2026-01-13 16:56:00
792,Network_A,13.08373,80.271627,-74.93,5.82,107.83,10,22.7,0,5000,2026-01-13 08:41:00
793,Network_A,13.083836,80.270513,-72.71,2.6,119.87,78,16.98,1,5000,2026-01-03 18:10:00
794,Network_D,13.081738,80.26987,-76.3,3.42,107.27,19,25.89,1,2400,2026-01-06 06:47:00
795,Network_D,13.083726,80.269729,-61.02,2.55,105.56,74,15.93,0,2400,2026-01-08 20:04:00
796,Network_B,13.082691,80.272067,-82.43,3.84,121.2,63,1.61,1,2400,2026-01-17 05:25:00
797,Network_C,13.082114,80.271269,-54.27,1.69,40.62,12,62.43,0,2400,2026-01-12 21:45:00
798,Network_B,13.084251,80.269109,-76.33,4.3,112.9,78,16.22,0,2400,2026-01-12 18:58:00
799,Network_A,13.083524,80.272347,-73.1,2.28,99.61,7,41.72,0,5000,2026-01-26 02:43:00
800,Network_D,13.082434,80.270287,-76.89,2.47,141.02,77,4.99,0,5000,2026-01-19 04:17:00
801,Network_A,13.082025,80.26983,-65.14,7.52,85.5,59,39.13,0,2400,2026-01-03 19:07:00
802,Network_A,13.083655,80.272272,-74.82,6.95,69.95,70,19.79,0,2400,2026-01-21 01:19:00
803,Network_D,13.083043,80.272604,-66.83,5.09,82.18,78,5.52,0,5000,2026-01-17 03:54:00
804,Network_D,13.084343,80.272549,-59.25,5.79,67.05,18,29.62,1,5000,2026-01-07 00:16:00
805,Network_B,13.082333,80.269822,-76.09,4.71,111.01,20,13.18,1,2400,2026-01-11 09:46:00
806,Network_C,13.08332,80.269833,-48.09,6.45,5.04,4,85.07,0,5000,2026-01-29 05:24:00
807,Network_D,13.083426,80.268954,-60.39,3.02,62.46,63,25.36,1,5000,2026-01-28 05:49:00
808,Network_A,13.083535,80.269158,-60.28,2.69,49.29,52,35.19,1,5000,2026-01-24 04:42:00
809,Network_D,13.081122,80.271526,-60.69,4.36,77.43,43,42.73,1,5000,2026-01-06 17:25:00
810,Network_C,13.083923,80.269133,-74.35,2.39,148.07,21,35.52,0,5000,2026-01-16 09:09:00
811,Network_A,13.081644,80.271622,-49.91,7.55,10.85,12,67.4,0,5000,2026-01-04 17:52:00
812,Network_B,13.08204,80.269529,-54.24,3.03,59.78,13,38.39,1,2400,2026-01-16 11:44:00
813,Network_B,13.081144,80.270325,-71.04,4.27,116.8,12,24.86,1,2400,2026-01-06 13:11:00
814,Network_D,13.080763,80.270931,-45.7,3.19,60.02,14,61.08,1,2400,2026-01-01 09:29:00
815,Network_A,13.08147,80.26909,-75.33,3.52,135.18,8,11.16,0,5000,2026-01-05 19:08:00
816,Network_A,13.081144,80.270471,-49.51,6.11,41.72,64,27.63,0,2400,2026-01-15 20:18:00
817,Network_A,13.083371,80.268862,-57.4,6.01,61.66,38,49.18,0,5000,2026-01-19 05:26:00
818,Network_A,13.082011,80.269541,-59.63,1.24,77.16,65,27.39,0,5000,2026-01-26 03:16:00
819,Network_D,13.083963,80.268951,-81.39,7.2,123.25,50,9.92,0,5000,2026-01-19 13:18:00
820,Network_A,13.082292,80.268806,-53.94,6.93,53.66,78,5.01,1,5000,2026-01-06 08:12:00
821,Network_D,13.082742,80.272578,-68.48,5.32,105.52,42,24.66,1,5000,2026-01-26 10:48:00
822,Network_A,13.083853,80.269736,-74.58,3.36,107.76,33,12.83,1,2400,2026-01-25 15:37:00
823,Network_C,13.081783,80.268817,-76.08,7.07,92.74,60,3.9,1,2400,2026-01-14 08:51:00
824,Network_C,13.081439,80.270064,-70.61,5.71,83.81,26,28.24,1,5000,2026-01-23 18:47:00
825,Network_C,13.081144,80.269408,-60.87,3.79,67.16,6,33.22,1,2400,2026-01-10 20:33:00
826,Network_A,13.08384,80.271986,-67.02,7.78,85.4,33,22.76,0,5000,2026-01-12 10:51:00
827,Network_D,13.082571,80.271286,-83.25,3.22,125.35,43,10.44,0,5000,2026-01-18 11:06:00
828,Network_A,13.084699,80.272073,-54.47,7.78,57.46,16,72.19,0,2400,2026-01-16 08:00:00
829,Network_A,13.082448,80.270288,-82.4,2.2,112.81,29,22.14,0,2400,2026-01-23 02:15:00
830,Network_C,13.08276,80.269383,-72.52,4.44,101.12,46,21.39,1,2400,2026-01-13 08:11:00
831,Network_C,13.084525,80.271767,-85.0,1.45,145.59,38,11.21,0,2400,2026-01-19 15:24:00
832,Network_D,13.083929,80.270168,-56.87,3.49,50.97,31,50.56,0,2400,2026-01-17 00:52:00
833,Network_B,13.082739,80.27022,-67.96,1.34,70.03,10,39.27,0,5000,2026-01-19 13:54:00
834,Network_D,13.082987,80.269715,-58.05,7.9,38.07,34,31.54,1,2400,2026-01-03 15:58:00
835,Network_B,13.083051,80.268956,-79.5,5.48,130.05,64,7.02,1,2400,2026-01-03 13:28:00
836,Network_D,13.082365,80.269419,-65.7,1.82,104.92,9,35.32,1,2400,2026-01-06 03:30:00
837,Network_C,13.084372,80.272347,-70.8,2.43,112.15,47,14.37,1,2400,2026-01-05 00:53:00
838,Network_C,13.083255,80.272513,-45.37,7.75,19.66,57,34.38,0,5000,2026-01-28 13:35:00
839,Network_D,13.08091,80.272331,-71.11,6.47,109.58,49,38.46,0,2400,2026-01-23 19:24:00
840,Network_D,13.084411,80.272429,-73.71,4.6,109.49,78,12.8,0,2400,2026-01-26 04:23:00
841,Network_A,13.084454,80.269443,-81.62,2.19,146.81,5,17.2,0,2400,2026-01-13 03:42:00
842,Network_B,13.084408,80.27136,-72.95,3.52,105.17,26,28.69,0,2400,2026-01-23 04:01:00
843,Network_C,13.08355,80.271452,-58.23,6.92,51.3,53,41.88,0,2400,2026-01-29 01:24:00
844,Network_A,13.082406,80.27085,-40.0,5.76,8.26,27,55.8,1,2400,2026-01-05 04:50:00
845,Network_A,13.082326,80.271008,-54.55,7.69,27.07,36,30.51,1,5000,2026-01-07 07:47:00
846,Network_A,13.08121,80.272137,-62.65,6.62,91.25,25,39.0,0,5000,2026-01-03 15:43:00
847,Network_C,13.084539,80.27013,-58.5,3.02,14.55,55,41.06,0,2400,2026-01-09 15:48:00
848,Network_A,13.084227,80.270641,-74.45,3.75,83.59,6,26.4,0,5000,2026-01-29 05:22:00
849,Network_B,13.080979,80.27141,-55.05,2.89,30.06,5,48.81,1,5000,2026-01-02 01:02:00
850,Network_A,13.083919,80.269252,-73.48,3.17,117.52,30,36.13,0,5000,2026-01-23 15:19:00
851,Network_C,13.083322,80.268735,-80.79,3.82,139.49,28,9.36,0,5000,2026-01-20 09:13:00
852,Network_D,13.082506,80.270332,-67.52,7.14,104.68,49,16.19,0,2400,2026-01-18 00:29:00
853,Network_B,13.084502,80.272533,-43.78,1.14,19.17,36,48.6,1,2400,2026-01-11 03:30:00
854,Network_B,13.083397,80.269586,-55.62,6.66,10.05,69,16.34,1,2400,2026-01-18 12:30:00
855,Network_C,13.083117,80.272009,-66.4,4.75,66.63,39,16.64,1,2400,2026-01-19 21:15:00
856,Network_B,13.081555,80.269488,-59.0,3.6,64.85,6,47.42,0,2400,2026-01-16 09:19:00
857,Network_B,13.084222,80.270435,-61.2,4.88,64.75,12,47.49,0,2400,2026-01-21 10:54:00
858,Network_C,13.081709,80.271943,-80.62,2.5,142.34,9,8.34,0,2400,2026-01-23 09:54:00
859,Network_D,13.081294,80.270295,-80.32,5.81,136.14,6,21.24,1,2400,2026-01-12 10:44:00
860,Network_C,13.081452,80.270412,-57.91,7.74,100.45,74,28.1,0,2400,2026-01-24 10:24:00
861,Network_D,13.082099,80.27121,-68.33,7.34,118.74,66,25.57,0,5000,2026-01-24 08:42:00
862,Network_D,13.083251,80.270724,-69.66,6.93,109.0,35,34.51,0,5000,2026-01-10 08:36:00
863,Network_D,13.082683,80.269953,-76.2,7.06,114.28,14,7.7,1,2400,2026-01-23 13:39:00
864,Network_D,13.082124,80.269836,-56.94,4.18,30.53,74,32.11,0,5000,2026-01-29 06:51:00
865,Network_B,13.08102,80.269059,-75.05,4.02,90.66,4,36.13,1,5000,2026-01-28 14:23:00
866,Network_A,13.081298,80.269115,-49.58,2.38,22.92,30,38.77,1,5000,2026-01-18 12:07:00
867,Network_C,13.08154,80.270668,-45.58,7.29,7.84,28,84.45,0,2400,2026-01-21 09:08:00
868,Network_A,13.081744,80.270852,-79.32,1.26,136.6,66,16.89,1,2400,2026-01-23 03:27:00
869,Network_B,13.081144,80.269814,-68.74,3.24,116.88,55,13.09,1,2400,2026-01-12 22:38:00
870,Network_D,13.080764,80.269168,-54.56,7.75,31.81,34,44.51,0,5000,2026-01-07 13:51:00
871,Network_D,13.081994,80.268793,-70.53,6.35,77.55,46,23.54,0,5000,2026-01-19 17:57:00
872,Network_B,13.083711,80.269828,-60.25,5.67,36.73,73,23.92,0,2400,2026-01-19 04:29:00
873,Network_B,13.083181,80.269877,-53.29,4.22,17.53,41,57.05,0,5000,2026-01-16 16:37:00
874,Network_D,13.084572,80.271512,-60.29,4.74,24.82,55,21.62,0,5000,2026-01-15 16:55:00
875,Network_C,13.080733,80.27182,-75.98,6.59,101.66,51,7.93,0,2400,2026-01-23 08:01:00
876,Network_D,13.081668,80.272205,-45.79,5.6,7.76,34,64.36,0,2400,2026-01-17 20:00:00
877,Network_B,13.082687,80.269277,-79.0,3.94,138.44,65,9.97,0,2400,2026-01-13 12:13:00
878,Network_C,13.081655,80.272042,-71.89,6.83,118.67,74,20.32,0,2400,2026-01-05 20:38:00
879,Network_B,13.084368,80.269236,-76.22,2.5,102.37,35,2.74,1,2400,2026-01-25 04:31:00
880,Network_D,13.083459,80.271599,-74.71,2.91,106.23,36,19.02,0,5000,2026-01-23 17:47:00
881,Network_C,13.083094,80.270711,-47.92,3.28,12.52,4,66.57,1,2400,2026-01-12 06:59:00
882,Network_D,13.082154,80.270826,-81.32,2.03,131.42,52,10.05,1,5000,2026-01-08 09:59:00
883,Network_B,13.08392,80.268778,-68.9,1.77,125.45,61,20.84,1,5000,2026-01-04 21:44:00
884,Network_B,13.083586,80.268724,-69.76,1.76,90.9,15,43.32,0,5000,2026-01-05 04:21:00
885,Network_C,13.081524,80.26929,-74.26,3.57,120.56,62,11.91,0,5000,2026-01-03 03:33:00
886,Network_C,13.081914,80.272156,-82.73,6.77,118.32,26,12.99,1,5000,2026-01-02 15:00:00
887,Network_A,13.081991,80.27128,-71.87,2.85,128.47,75,12.8,1,2400,2026-01-11 22:48:00
888,Network_A,13.083346,80.271068,-76.5,1.82,111.76,17,24.12,0,5000,2026-01-26 11:40:00
889,Network_D,13.081373,80.271475,-74.65,2.84,98.58,75,20.4,1,5000,2026-01-13 11:53:00
890,Network_C,13.083148,80.270194,-69.19,4.59,106.78,37,35.92,0,2400,2026-01-04 22:55:00
891,Network_A,13.082935,80.2712,-44.73,1.33,19.01,78,7.65,1,2400,2026-01-17 03:26:00
892,Network_B,13.082937,80.270829,-50.64,7.4,63.33,29,40.5,1,5000,2026-01-04 10:40:00
893,Network_B,13.080855,80.271336,-56.35,3.14,44.52,44,40.67,1,5000,2026-01-02 13:23:00
894,Network_D,13.081158,80.272688,-55.11,3.55,66.71,11,55.8,0,5000,2026-01-07 23:13:00
895,Network_D,13.083008,80.27151,-78.42,3.92,96.94,11,7.3,0,5000,2026-01-21 22:44:00
896,Network_B,13.082429,80.272667,-83.26,6.88,139.5,42,6.07,0,2400,2026-01-24 08:37:00
897,Network_C,13.08158,80.269505,-77.64,3.75,138.76,18,25.24,0,5000,2026-01-24 13:32:00
898,Network_D,13.080822,80.269227,-80.74,4.62,133.56,66,18.51,1,5000,2026-01-23 08:15:00
899,Network_D,13.083753,80.27159,-55.59,3.32,34.65,67,13.82,0,2400,2026-01-09 02:12:00
900,Network_A,13.082296,80.27262,-60.38,1.5,37.75,56,39.61,1,5000,2026-01-18 11:58:00
901,Network_A,13.084188,80.269856,-50.22,5.03,17.51,30,64.5,0,2400,2026-01-26 10:49:00
902,Network_C,13.081242,80.269865,-54.33,6.02,25.98,52,45.52,0,2400,2026-01-14 11:14:00
903,Network_D,13.082004,80.270603,-57.66,7.27,92.41,67,18.01,1,2400,2026-01-04 19:27:00
904,Network_C,13.083457,80.272456,-45.71,5.75,41.25,12,62.63,1,2400,2026-01-27 10:01:00
905,Network_C,13.081992,80.270625,-75.08,7.73,94.52,23,14.83,1,2400,2026-01-29 10:15:00
906,Network_C,13.082733,80.268952,-79.49,5.44,125.95,22,21.51,0,2400,2026-01-12 08:43:00
907,Network_C,13.083324,80.269542,-56.09,1.76,51.15,21,43.54,0,2400,2026-01-16 10:03:00
908,Network_C,13.083982,80.272116,-57.16,2.9,29.97,7,53.88,0,5000,2026-01-14 03:22:00
909,Network_A,13.081796,80.269499,-53.2,1.04,38.62,67,43.53,0,2400,2026-01-24 13:09:00
910,Network_B,13.083405,80.271508,-68.79,7.62,109.53,73,31.18,0,5000,2026-01-14 22:39:00
911,Network_B,13.084431,80.269004,-59.32,5.08,77.66,71,30.28,0,2400,2026-01-11 05:32:00
912,Network_D,13.082309,80.268794,-53.82,6.93,52.77,46,45.25,0,2400,2026-01-28 03:47:00
913,Network_A,13.081866,80.271991,-44.84,4.14,70.45,43,59.94,0,2400,2026-01-28 17:38:00
914,Network_D,13.084412,80.270516,-73.28,1.7,111.5,29,18.84,1,5000,2026-01-24 08:49:00
915,Network_A,13.084064,80.270754,-52.83,2.32,25.18,39,37.79,0,2400,2026-01-20 17:11:00
916,Network_D,13.083234,80.269694,-60.85,2.7,49.1,29,42.13,1,5000,2026-01-10 09:26:00
917,Network_A,13.082728,80.27145,-74.46,2.02,96.83,16,19.16,0,5000,2026-01-11 00:04:00
918,Network_C,13.083355,80.270224,-78.59,4.79,109.32,38,7.77,0,2400,2026-01-12 15:00:00
919,Network_D,13.083963,80.272439,-70.62,4.27,126.93,15,46.76,0,5000,2026-01-15 19:26:00
920,Network_B,13.084309,80.272203,-75.48,6.93,121.21,74,1.0,0,5000,2026-01-09 17:29:00
921,Network_B,13.083627,80.269359,-63.1,5.96,55.95,27,20.97,1,5000,2026-01-07 04:04:00
922,Network_C,13.08392,80.27018,-74.14,7.19,99.04,68,15.75,1,2400,2026-01-24 14:50:00
923,Network_B,13.084469,80.27172,-48.49,5.87,35.16,35,54.36,0,2400,2026-01-20 15:27:00
924,Network_A,13.082176,80.271588,-44.23,3.41,30.26,58,53.46,0,2400,2026-01-30 06:00:00
925,Network_D,13.082232,80.269705,-69.92,3.77,92.61,53,28.55,0,5000,2026-01-01 10:15:00
926,Network_C,13.083989,80.269882,-58.75,2.26,107.28,51,39.16,0,2400,2026-01-13 14:10:00
927,Network_A,13.082377,80.269476,-40.19,6.64,46.3,34,57.86,1,5000,2026-01-26 08:47:00
928,Network_C,13.081467,80.2689,-78.47,5.87,131.68,65,9.1,0,2400,2026-01-12 03:18:00
929,Network_A,13.083159,80.268888,-75.37,3.37,132.47,55,24.18,0,2400,2026-01-30 13:42:00
930,Network_A,13.083608,80.270212,-46.64,4.42,6.18,50,48.6,0,2400,2026-01-27 03:14:00
931,Network_D,13.080744,80.269949,-48.13,1.38,6.83,78,24.77,0,2400,2026-01-03 17:52:00
932,Network_A,13.081142,80.270571,-56.39,4.69,15.28,47,45.94,0,5000,2026-01-11 06:57:00
933,Network_C,13.082201,80.272637,-50.75,2.91,9.4,62,38.66,0,2400,2026-01-05 18:00:00
934,Network_C,13.084698,80.269752,-71.46,2.04,88.53,8,38.66,0,5000,2026-01-15 21:03:00
935,Network_C,13.084589,80.268757,-73.44,2.06,92.19,38,18.45,1,5000,2026-01-19 11:59:00
936,Network_C,13.08212,80.26899,-73.36,7.93,102.61,23,34.12,0,5000,2026-01-04 18:43:00
937,Network_B,13.083953,80.272519,-79.68,3.52,139.24,24,19.54,1,5000,2026-01-02 09:36:00
938,Network_C,13.081963,80.271075,-73.28,3.62,98.6,49,13.41,1,5000,2026-01-07 14:01:00
939,Network_A,13.083917,80.272297,-70.18,4.51,95.44,71,9.99,0,5000,2026-01-18 18:34:00
940,Network_B,13.082557,80.270681,-53.13,4.9,67.02,14,66.12,0,5000,2026-01-21 19:49:00
941,Network_C,13.081054,80.271136,-55.9,4.73,46.79,63,22.64,0,5000,2026-01-17 09:00:00
942,Network_D,13.081804,80.26957,-52.82,6.83,41.86,55,40.19,0,2400,2026-01-03 06:35:00
943,Network_D,13.081078,80.272656,-75.57,3.93,142.62,77,4.53,1,2400,2026-01-07 05:28:00
944,Network_C,13.080985,80.268977,-49.16,2.12,35.51,62,33.95,0,2400,2026-01-18 20:05:00
945,Network_B,13.082581,80.272518,-43.49,6.79,21.77,44,69.44,0,5000,2026-01-26 16:36:00
946,Network_B,13.083047,80.272031,-47.16,3.65,15.48,35,76.03,0,5000,2026-01-18 12:55:00
947,Network_A,13.083999,80.270309,-57.63,6.03,19.85,32,38.45,0,5000,2026-01-02 03:00:00
948,Network_D,13.08289,80.269278,-52.9,3.49,24.42,42,26.38,1,5000,2026-01-17 12:53:00
949,Network_D,13.083607,80.271531,-51.59,6.52,27.23,36,60.9,0,2400,2026-01-27 04:30:00
950,Network_B,13.08079,80.269675,-52.3,3.83,27.12,29,52.0,1,2400,2026-01-27 13:24:00
951,Network_B,13.081862,80.269361,-87.88,4.3,138.61,15,1.0,0,5000,2026-01-08 05:22:00
952,Network_C,13.083081,80.272189,-53.4,5.87,11.9,68,20.88,1,2400,2026-01-10 15:30:00
953,Network_A,13.084445,80.268774,-62.19,4.51,68.48,76,17.05,0,2400,2026-01-13 05:21:00
954,Network_A,13.082365,80.272032,-80.31,4.58,148.14,78,1.0,0,5000,2026-01-29 09:50:00
955,Network_A,13.084387,80.270194,-82.26,7.09,135.81,5,2.62,0,5000,2026-01-16 18:53:00
956,Network_B,13.08089,80.269577,-73.02,5.89,107.4,79,20.51,1,5000,2026-01-06 16:52:00
957,Network_D,13.08302,80.272492,-59.08,4.56,14.97,6,59.46,0,5000,2026-01-06 16:44:00
958,Network_C,13.082502,80.269842,-51.54,7.77,48.22,16,46.93,1,2400,2026-01-26 02:25:00
959,Network_B,13.082408,80.270908,-53.52,6.66,38.49,35,65.05,0,5000,2026-01-06 05:43:00
960,Network_C,13.084346,80.270709,-87.02,2.53,145.05,19,5.02,0,5000,2026-01-04 11:24:00
961,Network_B,13.082695,80.26956,-53.44,6.39,44.42,31,47.78,0,5000,2026-01-12 21:56:00
962,Network_D,13.081253,80.272565,-78.82,1.88,124.05,14,15.53,0,2400,2026-01-12 21:31:00
963,Network_D,13.083832,80.271685,-63.01,1.07,92.67,70,11.22,0,2400,2026-01-12 12:40:00
964,Network_A,13.081761,80.271452,-75.95,1.75,119.91,46,21.69,0,5000,2026-01-14 15:39:00
965,Network_C,13.081671,80.272667,-49.64,2.03,33.62,14,54.55,1,2400,2026-01-15 02:09:00
966,Network_C,13.081558,80.271236,-77.4,2.23,115.33,21,30.21,0,5000,2026-01-06 04:23:00
967,Network_B,13.084681,80.270296,-74.99,5.87,94.23,52,1.0,1,5000,2026-01-04 19:32:00
968,Network_C,13.080832,80.268705,-46.75,1.27,16.43,11,90.3,0,5000,2026-01-28 05:47:00
969,Network_A,13.084436,80.27001,-47.41,7.8,24.7,70,29.75,0,2400,2026-01-15 22:14:00
970,Network_C,13.083201,80.272646,-61.54,7.7,82.37,73,16.49,0,2400,2026-01-12 10:33:00
971,Network_D,13.081799,80.271295,-72.79,7.96,109.63,31,28.15,1,5000,2026-01-30 11:05:00
972,Network_D,13.082292,80.270158,-42.5,5.23,6.76,24,68.32,0,5000,2026-01-10 10:20:00
973,Network_A,13.083857,80.270134,-44.47,5.76,22.16,62,41.27,0,2400,2026-01-07 21:10:00
974,Network_C,13.080727,80.268874,-70.45,6.87,136.08,40,21.15,1,5000,2026-01-24 01:43:00
975,Network_C,13.082028,80.26932,-73.26,6.64,128.11,39,22.89,0,5000,2026-01-12 04:22:00
976,Network_A,13.081853,80.271774,-50.56,2.2,34.76,79,40.27,0,5000,2026-01-22 06:49:00
977,Network_C,13.083583,80.270919,-71.44,7.55,66.32,42,25.81,1,2400,2026-01-05 14:17:00
978,Network_C,13.083916,80.269436,-59.22,6.68,47.91,30,36.5,1,5000,2026-01-20 00:47:00
979,Network_A,13.083571,80.271419,-81.45,4.91,125.48,59,5.75,0,2400,2026-01-26 23:52:00
980,Network_B,13.083222,80.271019,-60.58,2.05,58.66,24,48.32,1,5000,2026-01-03 20:10:00
981,Network_C,13.082436,80.269811,-69.82,4.72,131.14,18,46.03,0,2400,2026-01-27 16:40:00
982,Network_D,13.084274,80.271993,-53.24,4.31,19.94,47,42.11,0,5000,2026-01-24 03:57:00
983,Network_A,13.081496,80.269019,-81.92,7.4,126.37,52,7.47,0,2400,2026-01-17 10:05:00
984,Network_B,13.082821,80.270114,-84.52,6.06,120.59,25,1.78,1,5000,2026-01-01 05:37:00
985,Network_A,13.08378,80.27213,-40.0,5.2,5.03,68,26.29,1,2400,2026-01-02 20:33:00
986,Network_C,13.082971,80.272026,-76.78,4.29,140.21,36,17.69,1,2400,2026-01-18 09:26:00
987,Network_C,13.082116,80.271113,-67.03,3.05,50.24,66,20.54,1,2400,2026-01-02 17:06:00
988,Network_B,13.084491,80.27064,-80.3,5.96,136.39,59,11.69,0,5000,2026-01-09 17:42:00
989,Network_C,13.083671,80.26942,-77.35,3.58,137.59,70,6.54,1,2400,2026-01-05 23:49:00
990,Network_D,13.083092,80.27066,-53.51,4.92,9.66,23,58.85,1,5000,2026-01-05 00:07:00
991,Network_C,13.084337,80.268733,-71.43,5.71,111.73,29,27.26,1,2400,2026-01-19 07:27:00
992,Network_A,13.084538,80.269532,-55.07,4.63,50.12,67,33.75,0,5000,2026-01-25 01:34:00
993,Network_D,13.082577,80.269166,-59.31,7.25,58.33,79,19.52,0,2400,2026-01-23 22:43:00
994,Network_D,13.081248,80.270064,-44.37,1.85,32.22,52,53.96,0,2400,2026-01-28 20:28:00
995,Network_A,13.081673,80.272209,-74.44,1.9,112.72,36,16.66,0,2400,2026-01-26 13:02:00
996,Network_A,13.084335,80.268785,-54.16,3.91,55.46,8,56.35,1,5000,2026-01-06 14:10:00
997,Network_B,13.081608,80.269585,-46.95,6.8,28.41,65,36.42,0,2400,2026-01-14 09:20:00
998,Network_B,13.084588,80.27117,-75.51,2.56,147.31,54,7.86,0,2400,2026-01-23 10:42:00
999,Network_B,13.08137,80.269752,-47.91,1.66,10.18,41,56.68,1,5000,2026-01-11 23:22:00
1000,Network_D,13.084532,80.268742,-76.75,1.11,148.6,15,34.2,0,5000,2026-01-04 17:09:00
